file_name,snr
nchlt_zul_001m_0001.wav,23.806674155590365
nchlt_zul_001m_0003.wav,23.47085998575769
nchlt_zul_001m_0004.wav,24.367918688622304
nchlt_zul_001m_0005.wav,25.033905915391394
nchlt_zul_001m_0007.wav,24.935906300656583
nchlt_zul_001m_0008.wav,23.746816494258717
nchlt_zul_001m_0009.wav,22.96746685761807
nchlt_zul_001m_0010.wav,21.438916173997782
nchlt_zul_001m_0015.wav,25.076464915051027
nchlt_zul_001m_0016.wav,22.598792337359328
nchlt_zul_001m_0018.wav,18.165385169362125
nchlt_zul_001m_0019.wav,22.067059223189528
nchlt_zul_001m_0020.wav,24.737618935328495
nchlt_zul_001m_0022.wav,23.76750573839187
nchlt_zul_001m_0023.wav,23.140092713844478
nchlt_zul_001m_0024.wav,25.775284109777456
nchlt_zul_001m_0026.wav,23.16210061150273
nchlt_zul_001m_0027.wav,24.08098865662371
nchlt_zul_001m_0029.wav,25.048871593705822
nchlt_zul_001m_0031.wav,23.430959285909868
nchlt_zul_001m_0032.wav,16.205866247750695
nchlt_zul_001m_0033.wav,22.71244587917503
nchlt_zul_001m_0035.wav,25.639456735960433
nchlt_zul_001m_0037.wav,20.74191136451841
nchlt_zul_001m_0038.wav,23.49196391256751
nchlt_zul_001m_0040.wav,24.970400251986295
nchlt_zul_001m_0041.wav,26.22770771230208
nchlt_zul_001m_0042.wav,25.18592898414183
nchlt_zul_001m_0043.wav,19.8490800442125
nchlt_zul_001m_0044.wav,26.19254933807172
nchlt_zul_001m_0045.wav,26.368210652950502
nchlt_zul_001m_0046.wav,25.597035143005268
nchlt_zul_001m_0047.wav,23.012892388164232
nchlt_zul_001m_0048.wav,28.11972536550559
nchlt_zul_001m_0049.wav,27.984228991586097
nchlt_zul_001m_0050.wav,23.73010219541028
nchlt_zul_001m_0054.wav,24.996136708351493
nchlt_zul_001m_0055.wav,22.669531481652328
nchlt_zul_001m_0057.wav,26.895734058575886
nchlt_zul_001m_0058.wav,27.356235560801597
nchlt_zul_001m_0059.wav,24.086449742870826
nchlt_zul_001m_0060.wav,27.08596450591214
nchlt_zul_001m_0061.wav,26.70088526271764
nchlt_zul_001m_0062.wav,26.300072316249654
nchlt_zul_001m_0063.wav,27.293802860436806
nchlt_zul_001m_0064.wav,26.14058846070605
nchlt_zul_001m_0065.wav,26.393644063724402
nchlt_zul_001m_0067.wav,28.284723060390426
nchlt_zul_001m_0068.wav,23.923580630847773
nchlt_zul_001m_0069.wav,24.17407279684553
nchlt_zul_001m_0072.wav,24.08943762321876
nchlt_zul_001m_0073.wav,24.65533614237038
nchlt_zul_001m_0077.wav,26.283887994697817
nchlt_zul_001m_0079.wav,22.415030986670267
nchlt_zul_001m_0080.wav,25.096430735697552
nchlt_zul_001m_0081.wav,22.677397030772468
nchlt_zul_001m_0082.wav,30.146251866930385
nchlt_zul_001m_0083.wav,23.26981505884362
nchlt_zul_001m_0085.wav,23.47561194499704
nchlt_zul_001m_0086.wav,27.66648445091412
nchlt_zul_001m_0087.wav,26.554198307672856
nchlt_zul_001m_0088.wav,23.20752272409394
nchlt_zul_001m_0089.wav,26.424327790657777
nchlt_zul_001m_0090.wav,26.184088247027944
nchlt_zul_001m_0091.wav,23.62449729073944
nchlt_zul_001m_0092.wav,23.69556012679087
nchlt_zul_001m_0093.wav,25.86462820704659
nchlt_zul_001m_0094.wav,20.560123065516454
nchlt_zul_001m_0095.wav,25.929353345676674
nchlt_zul_001m_0096.wav,27.23069249370765
nchlt_zul_001m_0099.wav,21.25266412044184
nchlt_zul_001m_0100.wav,25.470369569853197
nchlt_zul_001m_0101.wav,27.313856335917155
nchlt_zul_001m_0102.wav,27.469553259113045
nchlt_zul_001m_0103.wav,28.01760872010117
nchlt_zul_001m_0104.wav,26.004821264444175
nchlt_zul_001m_0106.wav,24.128296697842465
nchlt_zul_001m_0108.wav,24.237791332710948
nchlt_zul_001m_0109.wav,23.582240304454597
nchlt_zul_001m_0111.wav,22.748271497336322
nchlt_zul_001m_0113.wav,24.066261099215893
nchlt_zul_001m_0115.wav,20.998666419319065
nchlt_zul_001m_0116.wav,24.801073750654574
nchlt_zul_001m_0117.wav,17.87804807076226
nchlt_zul_001m_0118.wav,24.07495653364244
nchlt_zul_001m_0120.wav,25.3323508564314
nchlt_zul_001m_0121.wav,22.976511947814295
nchlt_zul_001m_0122.wav,25.46172892113825
nchlt_zul_001m_0123.wav,21.109317785459147
nchlt_zul_001m_0127.wav,26.70855403269263
nchlt_zul_001m_0128.wav,25.001227546234055
nchlt_zul_001m_0129.wav,22.368785385800027
nchlt_zul_001m_0131.wav,24.014023727413615
nchlt_zul_001m_0135.wav,23.28315042432454
nchlt_zul_001m_0137.wav,23.10454489985947
nchlt_zul_001m_0139.wav,22.49920504839367
nchlt_zul_001m_0140.wav,22.213925867867317
nchlt_zul_001m_0142.wav,22.49338458280883
nchlt_zul_001m_0143.wav,22.386633714563455
nchlt_zul_001m_0145.wav,20.668839694174093
nchlt_zul_001m_0148.wav,20.893024595088605
nchlt_zul_001m_0149.wav,21.07937369732667
nchlt_zul_001m_0151.wav,20.969389837753873
nchlt_zul_001m_0152.wav,19.98140421109469
nchlt_zul_001m_0153.wav,23.294448976553074
nchlt_zul_001m_0155.wav,21.748482185544322
nchlt_zul_001m_0156.wav,21.713441798070008
nchlt_zul_001m_0157.wav,21.779871884150694
nchlt_zul_001m_0159.wav,22.249337409001622
nchlt_zul_001m_0160.wav,24.257230577386796
nchlt_zul_001m_0161.wav,12.664617508085811
nchlt_zul_001m_0162.wav,23.569337876001008
nchlt_zul_001m_0166.wav,21.25859568333486
nchlt_zul_001m_0167.wav,25.933902909532392
nchlt_zul_001m_0168.wav,24.603511817791784
nchlt_zul_001m_0169.wav,20.931717138323496
nchlt_zul_001m_0172.wav,22.23972025231305
nchlt_zul_001m_0174.wav,17.77800118021726
nchlt_zul_001m_0175.wav,23.123298338833568
nchlt_zul_001m_0177.wav,21.42957307648638
nchlt_zul_001m_0178.wav,22.574853477665478
nchlt_zul_001m_0180.wav,21.925003855314813
nchlt_zul_001m_0182.wav,17.151792076981593
nchlt_zul_001m_0184.wav,21.832927369147864
nchlt_zul_001m_0185.wav,19.88528672243455
nchlt_zul_001m_0186.wav,22.68946505799262
nchlt_zul_001m_0188.wav,25.75669313482074
nchlt_zul_001m_0190.wav,20.200540739207383
nchlt_zul_001m_0191.wav,21.325463501484435
nchlt_zul_001m_0192.wav,21.634990507868864
nchlt_zul_001m_0193.wav,20.970742231981326
nchlt_zul_001m_0196.wav,22.061859986484684
nchlt_zul_001m_0197.wav,22.19628016091383
nchlt_zul_001m_0198.wav,20.89462620507212
nchlt_zul_001m_0200.wav,22.588129345597878
nchlt_zul_001m_0201.wav,22.323393554516766
nchlt_zul_001m_0202.wav,23.280557145037832
nchlt_zul_001m_0203.wav,23.86415471944271
nchlt_zul_001m_0206.wav,21.873149958003314
nchlt_zul_001m_0208.wav,22.41701098596595
nchlt_zul_001m_0209.wav,20.74495498829968
nchlt_zul_001m_0211.wav,23.340291204597854
nchlt_zul_001m_0212.wav,19.429598867359662
nchlt_zul_001m_0213.wav,17.778761931512125
nchlt_zul_001m_0214.wav,18.938866935239673
nchlt_zul_001m_0215.wav,22.9720904427923
